,review,sentiment
779,I big fan old horror movie since I middle aged old me movie made made period I not big fan more modern horror movie one exception being Creepshow I thought great I could reminisce story but I really really enjoyed monster box story Hal Holbrook also one the really clean guy a great ending All the story great though So did I like so much The character some decent development the line very plain who good who bad the horror bit heightened a close a face aghast fear the funny bit really funny This sequel either greatly lacking these element they totally absent I writing only watched partially the movie a complete waste time I turned off do thing like write movie review IMDb com lol When George Kennedy an old Dorothy Lamoure get top billing telling something of Also Romero expertise hard find they must told tone down a PG standard I t know this rated but look PG to me that not a good thing a movie with nothing else going It s shown the Encore cable channel your dieing yuck yuck to see,negative
780,I wanted say I love Gheorghe Muresan I automatically loved movie Everything else it so Billy Crystal a good actor even he annoying But thing made movie at least a basketball fan seeing Gheorghe Muresan act,positive
781,I thought this movie incredible I absolutely loved even though brother t much The special effect outstanding this movie favorite sport golf The thing disappointing about this amazing movie hard watch two time more row This movie absolutely top everything else I ever seen It everything I would expect a movie I loved Also wa pretty kid friendly This movie helped realize that when put mind anything is possible I would give a pure It wa better The Legend Baggar Vants the two Pirates of the Caribbean movie combined Absolutely amazing Loved it,positive
782,This funny film I like a lot Cary Elwes play Robin Hood a tee This course usual good v evil Robin the evil Sheriff Nottingham The humor sort of in face stuff the part still work well A comedy a night you t want have think much s well worth a rent,positive
783,Some commented WORST Elvis movie ever made Well are partly right For IS THE WORST MOVIE EVER MADE PERIOD I have never seen anything basely crude insulting vile against human nature this film A true embarrassment the Motion Picture Industry this isn even Bad good There no campy trashy fun be like some Elvis bad movie like Clambake This one so rotten sit it painful Pure Garbage Native Americans sue their poor clichéd stereotypical treatment here Actually perhaps ALL Human Beings sue the crime disservice this movie to the specie a whole Stars seriously Grade F,negative
784,First yes I white I try tread lightly ever delicate subject race anyway White People Hating Black people BAD Black People Hating White people OK apparently deserved start wish i had something good say movie aside unintended comedy scene infamous scene Ice Cube co get fight some really big really strong really really angry scary looking Neo Nazis win neo Nazi where twice size chase chase priceless This NOT movie race tolerance understanding doesn deliver this is racist movie re affirm all the cliché stereotype the white wimpy guy get manhandled his black roommate automatically transform a skinhead cmon simply awful I regret ever seeing Save time the dreadful experience a poorly written poorly acted dull clearly biased picture you into the subject go Rent American History X thats a movie,negative
785,Donald Pleasance Peter Cushing united one horror film always sound like terrific plan Two versatile cult actor their generation previously already starred together terrific genre outing like The Flesh Fiends From Beyond Grave pairing mid satanic themed exploitation flick How possibly go wrong Well unfortunately To deepest regret Land Minotaur can hardly even called mediocre spite cast exotic setting appealing title the potentially great sounding premise In remote little area Greece particularly near archaeological site multiple tourist vanish Baron Peter Cushing his docile follower keep feeding fire breathing Minotaur statue Cushing never looked bored uninterested role played owns giant medieval castle apparently Greek mean also the complementary archaeological ruin an underground network cavern That course quite handy your hobby the kidnapping random camper amateur archaeologist When three his young friend also mysteriously disappear in the area Father Roch the priest couple town decides investigate Land the Minotaur boring extremely slow paced horror effort never really undertakes any major attempt generate a satanic atmosphere doesn bother elaborate all the potentially fascinating element pagan trivia detail The titular Minotaur example an intriguing creature Greek mythology the head a bull the body a person for inexplicable reason the script never deepens the significance Instead the film focus tedious overly talkative sequence loud inappropriate music altered experimental noise The reason to even consider giving this major disappointment a film a chance because Donald Pleasance His portrayal of rude bossy old fashioned priest criticizes everything that represents modern youth powerful reliable always,negative
786,The three short included compilation issued timeless Chaplin classic nothing wrong them nothing criticize either Chaplin score these film framework added bridging section short also well done The problem compilation minor one yet annoying The short been stretch printed fit frame p speed contemporary film whereas short where shot frame p This result jerky motion doesn look attractive yet this wa excusable solution given limitation optical printing technology the time s excusable the current DVD version unrestored the film look dirty they still stretch printed There are separate restored version these classic available even DVD would be a problem restore the image ala this been done A minor quibble ha taken a lot space in my article I say a minor quibble should not detract that much the experience although it detracted one point my rating The short are still worth,positive
787,Tourist Trap clever unique B thriller stand a one best it kind Travellers stop a lonely wax museum owner mannequin a little life like comfort While the film hint The Texas Chainsaw Massacre Tourist Trap mainly a creepy psychological thriller worthy The Twilight Zone Director David Schmoeller give movie atmosphere darkness mystery reach nightmarish proportion Also Schmoelloer add the occasional touch comic relief the bizarre happening Venteran actor Chuck Connors the best the film decent cast Pino Donaggio music score excellent both lyrical solemn theme perfect the movie A number the film sequence are quite memorable For horror thriller fan alike Tourist Trap an unforgettable must see film of,positive
788,Years ago I saw The Godfather made lasting impression me atmosphere movie first class acting memorable storyline classic Recently I bought Trilogy after watching Part I looked eagerly viewing Part I so pleased realize early Part here fitting follow great Godfather movie everything just perfect I could wait see Godfather III WRONG I wish I stopped II The storyline good seemed me like story made just story character weak especially daughter Pacino protege weak character would have been eaten alive Godfather Then scene a Corleone invested all trapping Catholic Church full choir assassin horseback riding away into sunset the unseen helicopter machine gunning the meeting the goody get away everyone else shot daughter st cousin rolling bit pasta across a board the pathetic shooting the step Corleone stuffing sweet him orange juice diabetes a man his intelligence guile t ready an emergency NO wa not good with the best in the world I wont able to watch it again But I watch many time the year,negative
789,This little two person movie actually much bigger look It so many layer I watched it over over always pick on something new I amazed the depth the acting I feel this movie gotten wider release there would no question Alan Rickman a major star,positive
790,UK newspaper review seem have concentrated fact reviewer tend know Toby Young journalist whose real life experience movie based The key word based How To Lose Friends fictitious romcom Sidney Young join prestigious gossip magazine New York he proceeds make gaffe gaffe finally Getting It Right Making It This involves selling movie some serious point make journalistic integrity However overdone main substance remains comedy centre around Sidney misadventure The script it cake eats Sidney stupid well meaning buffoon time being smart moderately obnoxious skilled writer This contradiction never much issue Simon Pegg Sidney project likability well Jeff Bridges underplays Sidney editor little effectively Kirsten Dunst rather anonymous conflicted eventual object Sidney affection And regard Megan Fox play an airhead bimbo starlet I say this say the word Miss Fox I leave wife sell belonging buy a plane ticket in order take place your side your consort Of course given I a fat year old English accountant might find my offer enticing there the table anyway Given short career been far one might think is a little soon Megan Fox take a role mercilessly lampoon the sort actress might thought become however doe it sweetly some skill extremely sexily This girl go far There is stalwart support a variety seasoned performer Miriam Margolyes Bill Paterson the UK Gillian Anderson Danny Huston the US There several laugh loud moment and I smiled the way As ever the F word make appearance it really t need although least a couple of these are very funny,positive
791,Alien Hunter Is doe every movie start Roswell New Mexico suck Take Alien mixed The Thing mixed Contact mixed thing On Beach The Andromeda Strain classroom scene Raiders Lost Ark throw little Stargate boot Derivative t even begin describe movie Of course nothing original plot wise amp gore sex right Nope gore blink you miss affair sex all tease James Spader causally mention need shower delectable Leslie Stefanson asks join he turn down AGGH In fact a movie ever needed a shower scene liven thing this I mean your going impossibly good looking woman white bathing suit wandering around Antarctica research base not go broke With second actual thrill entire movie Alien Hunter remarkable serious slow going a sci fi adventure Needed a much better plot twist liven up by way Alien a horribly clichéd artifice ha virtually screen time someone share half title I also inquired viewing Children Corn space motif Note since Jason of Friday the th fame Pinhead Hellraiser Leprechaun all traveled space slay nubile teenager not the cornfield The character the cornfield dress like Logan Run extra I just waiting the stalk come alive attack That however would have been exciting apparently this movie covenant The acting is mostly fine Spader reprises Stargate role Stefanson Janine Eser model the latest Antarctic beachwear John Lynch however read the whole script act the like the insane bad guy well the story would indicate it Alien Hunter is a disappointing derivative slog that make me pine a proper Children of The Corn Space movie,negative
792,I hard time putting word how wonderful Once see a film just stick you You Are Alone that movie me The film constantly head in my heart I replay scene mentally every day analyze go emotion over a I seeing the first time There nothing I not like the movie Amazing soundtrack The ending perfect Very emotionally stirring It compelling riveting I adored Jessica Bohl her performance wa the greatest I ever witnessed I admired Brittany strength a strong woman The tag line When darkest moment come life We never know capable doing Everyone say oh I would never that really we have idea we would in a situation We very capable anything and this movie delf straight that subject The honesty the movie may my absolute favorite part Thank you Gorman Becherd for a perfect piece art,positive
793,I love young people trapped house horror movie Not because I a huge Linnea Quigley Jill Terashita fan because a lot fun actually scary time The special effect awesome especially Linnea scene lipstick towards end almost everyone dead possessed Plenty nudity provided Linnea Jill plenty humor cool soundtrack high body count etc By way you never seen one try buy watch Unrated version ha gore some scene the rated version is missing,positive
794,saw film got screwed film foolish boring thought ram gopal varma justify work unfortunately failed whole film got spoiled they spoiled sholay cast crew bad whole theater slept watching the movie people ran away the middle amithab bachan acting poor thought movie be greatest hit the year film be the greatest flop the year sure nobody justice their work including Ajay devagan this film t deserve audience i bet this film flop FINALLY THIS MOVIE SUCKS,negative
795,Lorna Green Janine Reynaud performance artist wealthy intellectual local club She fall prey fantasy promise romantic interlude turn murder kill believe sex horizon It quite possible through form hypnotic suggestion someone possible task master pulling string like puppet guiding Lorna killing come across secluded place when appears love making about begin After murder within fantasy committed Lorna awakens bewildered often clueless what she privy within dream ever took place reality If someone asked how describe particular work Franco I say elegant difficult By you probably read user comment befuddled what film about since large portion take place within surreal atmosphere dream Franco mentioned interview heavily influenced Godard early career far film making style so deciding abandon clear narrative structure favor trying create whole different type viewing experience And you read reaction user comment some like decision others find style labouring dull bewildering I be first admit film over head even Franco when quizzed critic who watched Succubus admitted he t even understand film he directed it Some might say Succubus wa merely precursor his admired work Venus Furs considered his masterwork Franco faithful it also adopts surreal dreamlike structure the protagonist t truly know whether he she experiencing something real imagined In sense like the protagonist experiencing the same type confusion certainly Succubus unconventional film making we t given the key to what exactly going And great deal the elusive dialogue t help matter Succubus also populated beatnik type poet speak Corman s film A Bucket Blood poked fun My personal favorite scene tease a possible lesbian interlude Lorna a woman she meet a posh party quite a bizarre fantasy sequence mannequin are used rather unusually Great location jazz score I liked film although I understand it receive a negative reaction Loved one scene the posh party Lorna a wee bit drunk writhing on the floor a gorgeous evening gown others attending the shindig equally wasted rush her in an embrace kiss,positive
796,This outing Knotts includes one his best sidekick ever Frank Welker Welker make film Knotts Welker compete laugh both receive plenty Knotts work small town where city being run some ignorant official When thing go wrong the city father allow Knotts take the fall Frank Welker character befriends Knotts together stumble together clear the mess Knott good name This film show the usual Knott scared death character made famous year television film This may been Knotts last good outing When have extra minute get good old fashioned laugh a great icon Don Knotts,positive
797,Emma a horribly flawed film based Jane Austens classic novel I not read book I really t know much plot yet I still predicted nearly entire plot There also many scene frustrated because the bad writing directing The film though some reason entertaining I loved Of course were the scene I disliked the majority well acted funny Gwyneth Paltrow give one her best performance the heroine Emma The film also star Toni Collette Who okay much better Ewan Mecgreger Who ha also better he still good Alan Cumming Who I never really impressed pretty much the same and Jeremy Northam Who performance rather wooden first look actually fairly subtle even that not it needed There been much better adaptation Jane Austen book this one still entertaining and worth watching,positive
798,Why I hate Let list way I nothing Mary Pickford year old woman playing year old just stupid There fight scene which kid throwing brick each s considered funny go for minute Strange none kid even remotely hurt The title card contain plenty racial ethnic slur For a family film the fight WAY violent loved when Pickford punching out a little boy the humor just stupid Seriously minute I gave and turned it off The slur racism and little kid throwing brick each got me Also plot I could see The thing worth seeing this film wa William Haines wa a top leading man the silent era Just painful Avoid,negative
799,Thank God wasn based true story what story Populated despicable character whose depravity know bound Before The Devil mesmerizing jaw dropping excursion perversion would laughable sometimes even or perhaps sickeningly tragic undercurrent human dysfunction throughout carried magnificent overwhelming conviction it star The excellent script Kelly Masterson superb direction none than Sidney Lumet hurt either The main dysfunction family nature the two majorly screwed brother brilliant portrayal Philip Seymour Hoffman Ethan Hawke deciding rob own parent jewelry store attempt go pathetically awry The story is told time shift noted screen a Charlie Two Days Before The Robbery no one be confused people said didn t like device I thought it worked perfectly adding the skeweredness the whole affair considering the two brother question are hardly playing full deck them couldn t make a decent poker hand save life Throw these cheesy extra tidbit one of the brother is a drug addict married Gina Marisa Tomei also excellent is an affair the brother toss some monumental sibling rivalry along the fact said drug addict brother hate father a wrenching performance Albert Finney ha apparently caused serious past pain you got a Shakespearean Greek tragedy your hand Proceed with caution,positive
800,If want everything want know about WWII multiple perspective DVD delivers WILL learn new thing guaranteed much that won need other documentary subject Get watch learn it Good school use well As bonus watch Tora tora tora saving private ryan patton band brother bridge far longest day other WWII epic along with this make knowledge WWII even complete Sir Laurence Oliver voice add the overall atmosphere each episode this part series Seriously won find better WWII documentary set on the subject PERFECT,positive
801,The movie gripping start finish it b w photography American heartland stunning We feel right cross big sky country then Mexico back America Near end movie reflection rain Robert Blake look like small river sweat tear rolling his face In end follow up stairway their final moment The two criminal performed Robert Blake Scott Wilson Perry Smith Dick Hickock could seen any street any town Hickock a smiling boy next door Smith the guy with star his eye the wrong side town This point made the movie always surprise u criminal no different appearance anyone else Evil even the most vile part the human condition These two delusional men kill entire family looking a safe isn there Once the run start writing bad cheque carving a trail the authority There are many fine supporting actor I like John Forsyth the detective the case Alvin Dewey Also Will Geer shine a brief excellent scene a the prosecuting attorney I often wanted see movie the way having caught it in short snatch I finally get it buying the DVD The result the finest classic crime movie I ever seen Don miss brilliant movie To this what great film making all,positive
802,This great show total freshness innovation That usual chair couch woman host mandatory band playing monotonous tune same old joke same pattern copied day Nebuchadnezzer probably pattern Johnny Carson copied one all Latterman Leno Conan Daly show seem have I fell love show within first minute I going stick Though early say show seems devoid any intellectual pretension talk show try hard project I hope what would make this show different all rest I hope this show last long Returning back month I still love this show I love self deprecating humor For example affirmation pothead loner would home watch show Saturday midnight thus joke funny only stoned guy however not involve usual monkeying Conan O Brien example I know a cardinal sin repelled O Brien antic I really dislike style repetitiveness I watched night Tom Arnold it Ferensen spoof Trading Spouses Nanny earlier episode hilarious Idiot paparazzo fun especially a security guard caution against taking people picture I not mistaken start taking picture shouting Gary Coleman Added th April Coming back again I left confused the neighbor her dog I not decide if it a joke a real thing Either way it wa funny hell I not expect Spike Feresten read page maybe doe He crazier a bunch monkey so I would better write my suggestion I would like a full minute show Crazy Gideon the star late night TV commercial I would like Crazy Gideon to have an interview Spike s talk show sing a song play guitar a skit the line SNL also to answer question the audience regarding potential mayorship Los Angeles I know Crazy Gideon may not be aware this there website detailing he would be the perfect candidate for the post the mayor of LA God willing Returning back th July Someone wrote the people praised Spike s talkshow must be bribed Spike I confess that Spike really bribed but I must also confess that Rockefeller named in will last night I sex Cindy Crowford,positive
803,It getting want want And message Bluebeard Eighth WIfe careful wish you wish wish you Most men heard story happens your sexual frustration t relieved certain part your anatomy turning blue Misogynistic pirate aside Cooper play wealthy man very accustomed getting want whenever want learning too late t what he expected never learning lesson until he run feisty Claudette Colbert Through twisted soul practice business deal he end marring buying intent bedding but will none literally frustrates at every turn corner room tourist attraction The film definite French sensibility mean ha strong double entendres boudoir humor the day sharp edge you re accustomed may enjoy seeing either Cooper Colbert The whole reason I watched the film because are likable actor the whole point this movie that re unlikable people at least likable people have developed unlikable trait to protect they think the world If you can accept it on own term you ll find satisfaction in this witty sophisticated film and satisfaction we said is what it s all about Such movie with such a cast come around all in a ummm blue moon,positive
804,Now read negative review show this website quite frankly I appalled For anyone even think Sopranos not Television afraid don know world come Let tell u something I started watching many T V show like Lost Prison Break Dexter Deadwood even Invasion But show lost touch first season especially Lost Prison Break refuse watch company took genius idea butchered by making than one season Then The Sopranos I honestly say this television series ever watched enthralled season more importantly all episode There no department this show excel Acting Nothing short superb James Gandolfini one my favourite actor feel his acting absolutely stunning every episode heard HBO wanted Ray Liotta play Tony i felt would been better choice however watching first episode i knew HBO done great job casting James Tony The raw emotion display superb Then have everyone else Edie Falco Michael Imperioli Lorraine Bracco Dominic Chianese i remembered Johnny Ola the Godfather Part my personal two favourite character Tony Sirico Steve Van Zandt Paulie Walnuts Gualtieri Silvio Dante All these actor perform the best quality all giving excellent performance each episode Then have the story never have i been so sucked T V show The story nothing short excellent Each episode directed superbly the Score this show fantastic I feel The Sopranos one show i watch never get bored Its got everything hilarious humour brutal violence nonetheless always the best thing ever grace the Television I challenge anyone find real flaw the show Not just say it too violent they feel the character of Tony immoral i mean it is mafia show the end of the day i don t think the character going be honest loyal God I implore everyone watch this show believe be hooked the first episode i wa and i have even gotten a few friend had firstly refused watch the show hooked it Trust i say this show is a Godsend compared the crap come T V After ve watched the first season you ll inevitably agree me when i again say this show dominates Television and no T V show current future will ever upstage the marvel is The Sopranos,positive
805,I give a negative rating I could I went movie expecting much I an open mind The whole thing stupid The snake obviously fake first two thing bite a boob a guy johnson Oh original I a year old boy I might laugh that I no idea this movie became popular Seriously the worst thing I ever seen I entertained funny I t even bored I t anything It wasn t even bad wa good bad Ridiculous actually Please not waste money this movie Don t even rent this movie No clue it s getting a high rating,negative
806,Most people totally unaware movie exists Fox paid Judge make ha kept quite awhile then spent nothing promote I guess made many people think wa one garbage movie flushed in late summer Well I tell funny rather frightening look future hard believe Basically Judge put forward notion stupid outbreeding smart wide margin Then stupid getting stupid basically spending time watching TV having sex produce stupid people By a person of average intelligence today appear be a genius talk faggy Seriously really that hard believe Oh sure future painfully funny ridiculously stupid still plausible Luke Wilson great the time traveling army guy hopelessly trying get back a comfortable time Where this story gain cult status is the numerous funny one liner like can we family style hey man I bating here This is a funny movie a rather sharp social commentary an American society that seems be fatuated with self pleasure comfort stupidity I guarantee that I be buying this on DVD the first day come and watching over and over,positive
807,This great ridiculous horror movie capture essence the mid late obsession how evil metal music supposedly I remember freaked by metal teen I kid It t help I found a desecrated grave hometown graveyard I ten Turns weird metal kid dug some old body used bone some weird sacrifice satan So maybe stuff like deterred from metal awhile I love now a year old I bought DVD used buck I expected suck due to the lame cover to my surprise ruled It all the extreme demonic power metal And got ta love a scene a guitar shoot lazers vaporizes headbangers the crowd This movie awesome love metal bad movie this one for you,positive
808,While quite good A Murder Announced delightful almost surpassed book excellent adaptation And know huge improvement Geraldine McEwan version Now I t take pride bad mouthing Geraldine McEwan adaptation two three them surprisingly good others started well ruined either poor script confusing final solution both The Geraldine McEwan version suffered a plodding pace both problem I would consider second worst ITV adaptation worst Sittaford Mystery even it merit turned dull confusing This adaptation book Nemesis a huge improvement it not only respect book despite a few liberty it pretty much rectifies the problem the ITV version Despite the added character Lionel coming across rather irritating to wa written how he wa acted one two moment sluggish pacing solid an adaptation a decent book It beautifully filmed nice photography period detail the music always is excellent The performance wonderful time around make the most an general well done script with Joan Hickson brilliant always Miss Marple solid turn Liz Fraser Helen Cherry Joanna Hole Anna Cropper Margaret Tyzack is outstanding though a chilling moving performance Clothilde Overall well worth watching better the recent version pretty much department Bethany Cox,positive
809,Good Lord THINKING Here your spoiler warning even though I think ll really matter You t seeing piece trash anyway A group handpuppets go chasing a group really stupid people go a really stupid hunt try kill puppet complicate thing letting them live really stupid fantasy In word whole thing really stupid You KNOW ha be bad even Mike the Bots t save something And didn t I know of their line were funny like add to the sign HIT and the hand comment geez wa pretty dang sad All I say DO NOT WATCH THIS PIECE O CRUD IT IS NOT WORTH YOUR EYES,negative
810,I heard read many good thing Weeds I looking forward getting hooked another great cable Series like Entourage Sopranos Mad Men slowly eroded away each episode I watched Season One make past first six episode The writing unoriginal contrived portrayal Blacks embarrassing The dialog felt forced like writer trying way hard be clever hip It rare moment I actually emitted audible laugh The character never developed enough me care them selfish unappealing I absolutely HATED addition Brother law should been hauled away To Catch A Predator removal the Hodes daughter Quinn the cast sending boarding school Mexico unoriginal cliché I conclude the writer were testing the viewer loyalty Episode episode I liked the character le couldn t get past many the technical flaw the story line Add that I heard that Season Two t good so I lost motivation continue to watch play If re fan good casting writing I suspect show be a challenge to like unless course you re stoned then bet off,negative
811,This movie among favorite foreign film others Amilee My Life As Dog The similarity those movie many great foreign film take mundane slice life transforms into profound heartfelt lesson In Japan man bored mundane life rut his married life see beautiful Japanese woman staring window a dance studio In instant it take his train pas enthralled But it her beauty her faraway glance a connection both discover they share Shall We Dance memorable wonderful character have deal with painful reality transcending through world dance Breaking traditional mould stereo type Japanese society they risk for happiness find joy is not far away It is one of those movie is magical meaningful in transcends the mundane by showing the true magic miracle that life be,positive
812,As film not value itself excellent way get overview novel a preface reading In summer I saw film NYC fall graduate school I read book the first time Some the pleasure reading the novel my memory the scrupulously detailed film And better worse I now read taught the novel over three decade Milo O Shea is still Leopold Bloom,positive
813,This film a lyrical romantic memoir told eye eleven year old boy living a rural Cuban town year Castro revolution It obviously genuine worthy labor love The name CUBA LIBRE CUBAN BLOOD merely attempt wrongly market action film DREAMING OF JULIA make much sense It common European cinema RAMBO revolution merely inconvenience people daily life pursuit That fact alone make the film honest most work dealing with this time period Cuban history The excessive use the voice narrator undermine the story the film make for with unqualified clip Hollywood film say much more visually the narrator could The comparison CINEMA PARADISO are fair game a the film wax melancholy movie there an underlying pain the loss a lifestyle surpasses lost love The revolution like the film JULIE never seems have an ending,positive
814,I saw ZP first released found major disappointment Its script seemed forced arch fakey It politics upfront ridiculous And let face I still love spell known BLOWUP I still t completely shaken Now love twisted sort nostalgia evokes oh well Good Luck But time march time been kind ZP time been teacher me I revisit film every ten year get better better age And ZP experience really linked BLOWUP creator late great Mr Antonioni Twelve year ago I great good fortune see absolutely pristine print projected correct size immense restored Italian government cultural agency know good work art see know importance keeping thing beauty good shape To day I remember gasp audience first shot Death Valley appeared It like thousand volt visual shock Antonioni intentionally delivered wake u new level awareness And indeed follows point an entirely different sort place What astonishing me how film coming it own I remember second time around seeing early I begun feel affection towards the film a whole towards Daria Mark particular Whereas these two seemed like a smart alecky shadow version Zefferelli Olivia Leonard read Romeo Juliet they now engaging me particularly The Girl insistent slo motion ality She took time To Live Everything EVERYTHING dy around her Upon exciting the theater the daylight Reality quickly began erase new found enjoyment The encroaching shoulder padded big haired whispered But a hippie fantasy let go The force Antonioni vision I realised already worked inside me the FIRST time around I answered s an Uh Huh guarded love secretly possessively jealously But then what good art life inside if wish it way love back secretly jealously and possessively And get changed Was thrilled see Turner Classic Movies decided to show ZP it March lineup Undoubtedly ZP must seen a gigantic screen that can truly take you into it constructed environment But hey sometimes even a glimpse the Beloved a newspaper photo is no better no glimpse all Today reality hit ZP ha been withdrawn mysteriously and replaced with the whiney antic ALICE S RESTAURANT So it is still difficult disturbing too what Maybe it s that a with all good art it Lives everything dy around it Peace,positive
815,Very strange occasionally elegant exploitation movie no real story benefiting it stunningly ravishing lead actress handful nice gruesome make effect Daniella beautiful twenty something girl carrying trauma being raped age Nightmares hallucination lead further believing the reincarnation a female ancestor said be a werewolf She kill her brother law a nightly encounter get submitted a hospital She escape however randomly devours men whilst the run police detective doctor relative It s all pretty look listen really great soundtrack the absence plot continuity become irritating quite fast Luckily enough leading lady Annik Borel rarely ever wear clothes she fill the boring moment dancing naked around a fire The film long too weird too forgettable The biggest surprise come the end suddenly and out the blue director Rino Di Silvestro try make u believe his movie wa based true fact Yeah right,negative
816,This interesting hard find movie early starring Jan Michael Vincent young man doesn make cut marine Dressed baby blue outfit humiliate sent home failed recruit sent packing Vincent stop bar run young Richard Gere ha returned tour Pacific a hard core Marine Raider Gere character already jaded contemplating desertion take advantage Vincent innocence stealing baby blue uniform getting drunk beating alleyway Vincent character whose name Marion take Gere outfit suddenly transformed a Marine Raider Marion hitch hike way Wyoming stop a little Norman Rockwell like little town In local café meet Rose Hudkins immediately catch eye Staying Hudkins parent Marion attracts sort attention town folk Mr Hudkins suspect Marion wonder a Marine Raider could still innocent The story also brings Japanese Internment Camps town folk go hunting escapee Marion shot accidentally hunt But still a happy ending befuddled a bit I would preferred a little drama Anyway capture JMV peak performance BUSTER AND BILLIE BABY BLUE MARINE WHITE LINE FEVER the mid were amazingly good JMV performance He both an action star a heart throb the same time He made a lot quality movie his career continued do up the mid with the great TV show Airwolf He a good job this Hedge quietly observing the way people treat his uniform he travel across the country He must performed the stunt work well a harrowing river scene the end the movie it look like he s the guy getting tossed the river me But really at the height his popularity this movie could done so much with JMV s talent his look Innocence only so interesting Evil explored in Buster Billie much dramatic Anyway Glynnis O Connor is delightful a Rose The whole look of the movie is like a Norman Rockwell painting The outdoor scene are gorgeous must been filmed in Canada,positive
817,Johnny June Carter Cash financed film traditional rendering Gospel story The music great get real feel what world Jesus looked like I been June get the part Mary Magdalene a passion Cash narration good too But The actor played Jesus miscast There is no edge the story like Cash put some his faith based music Because is uncompelling I doubt ll see ever widely distributed I love buy the CD Tom Paine Texas USA,positive
818,Jäniksen vuosi one Jarva most political movie It take stance strongly modern day society authority status life common man how estranged men nature completely It challenge whole concept freedom wealth our welfare society Vatanen Antti Litja smothered buy concrete jungle rule regulation try rattle chain society escaping all wilderness northern Finland to realize concept a free country t all unambiguous other word the society the common man the ball Still the thing that make Jäniksen vuosi exceptional besides the visual humouristic brilliance how seems to illustrate the whole political atmosphere Finland the well the whole identity Finland a a nation Vatanen like archetype a classical finn his solitudeness social distantness Since nature ha always played an important role the national identity u Finns the whole idea that slowly taken away the modern society make Jäniksen vuosi emotionally exceptionally moving,positive
819,I love Jamie Foxx And I enjoy movie I see And I walked one Now I admit may something do two middle aged white woman the back theatre laughed every little thing Oh Jamie knocking a door HEE HEE HEE incredibly annoying There could no sustained camera shot no camera shot a conventional angle everything had face loud annoying The bad guy tried be smooth Malkovich like at this point old tired He brought nothing new interesting From all the character many line saw coming many ve heard many tough guy line I t mind sort thing really long there s a bit of originality In fact pretty much the entire supporting cast just sucked I love Jamie Foxx I think s really funny I thought wa funny in this movie not nearly funny enough me to endure everything else This movie needed le shoot em le annoying camera shot emotion feeling and more Jamie Foxx I gave it a,negative
820,After seeing Dick Tracy bin Future Shop I decided give go no previous knowledge being big fan Mafia Crime movie I very surprised see very fun smart entertaining movie solid performance throughout The movie move along well ha course another solid performance Warren Beatty the real standouts the film Al Pacino Madonna I happy find that Pacino nominated his performance an the top gangster trying take the city Madonna great the damsel distress really impressed added depth her performance If go the attitude wanting watch fun smart movie with great acting a solid script give Dick Tracy a try I t think will disappointed And Watch the cameo Paul Sorvino James Caan Kathy Bates and Dustin Hoffman among others,positive
821,Send to freezer This solution two butcher find they discover popularity selling human flesh An incredible story humor possible allegory make much than horror film The complex character defy superficial classification make the story intriguing worthwhile you stand Definitely dark film also bit redemptive,positive
822,Wow I picked off rental shelf I loved Robert Carlyle Jonny Lee Miller Trainspotting This phenomenal movie action romance suspense intrigue wit When I t laughing I at edge my seat This definitely a film I would recommend people an appreciation intelligent dialogue a fresh perspective the th century This film ha everything keep ME happy,positive
823,I t know some people criticise show much It a great funny show probably right material mainstream prime time still The family dynamic funny all all same see most comedy show The supporting character absolutely hilarious The plot the individual episode the frequent Siegfried Roy jibe only above average ever often have sub plot one liner make roll the floor laughing This show well worth the Pounds I paid it rating,positive
824,Mexican Werewolf Texas set small border town Furlough Anna Erika Fay life best friend Rosie Martine Hughes Mexican boyfriend named Miguel Gabriel Gutierrez determined track beast terrorising town killing livestock several resident including friend Local Mexican legend speak Chupacabra evil creature myth legend Erm I struggling because much else actually happens Written directed Scott Maginnis I beat bush simply say Mexican Werewolf Texas awful period The script ever mention word Werewolf rest time referred Chupacabra fact I suspect wasn really conceived Werewolf flick The Werewolf creature look mostly hairless like vicious dog reference anybody changing full moon actually attack day couple occasion transformation scene end killed doesn change back anyone either To honest apart title nothing indicate Werewolf film all even title rip the highly popular An American Werewolf London This the type home made crap I personally think killing the horror genre long been since true low budget horror classic like Dawn the Dead The Evil Dead Halloween Friday the th were all made shoe string budget maybe The Blair Witch Project recent year crap like Mexican Werewolf Texas absolutely chance ever considered classic The character are awful thing just happen around the dialogue rubbish the pacing terrible the story suck virtually sent sleep whole film is just crap I sorry I know else describe Director Maginnis nothing make watchable s the annoying hand held camera type cinematography could easily give someone headache quick blink ll miss something editing just annoys irritates equal measure It s not scary s nudity s tension atmosphere the special effect are awful The monster really look poor s wonder Maginnis keep the shadow cut scene quickly never get good look There s virtually colour the picture either s either almost pitch black over saturated desert sand orange make the thing eye sore well The gore consists some fake gut blink ll miss bloody wound a severed arm big deal With a supposed budget about I admit the budget wa low I simply refuse accept that for making a rubbish film are plenty of low budget horror flick that make meagre budget go far The whole thing ha the look of a home movie it ha style is throughly bland dull to look The acting suck although probably already knew that Mexican Werewolf in Texas probably con a few people renting buying watching it because might mistakenly think it s a sequel to John Landis classic it certainly t it isn t even a proper Werewolf flick either Don t be fooled is awful I fed of to waste time money home made amateur crap like,negative
